,pm10,so2,co,o3,no2,max,critical,category
2631,45.0,20.0,10.0,136.0,12.0,136.0,O3,UNHEALTHY
2632,61.0,18.0,40.0,99.0,13.0,99.0,O3,MODERATE
2633,50.0,20.0,20.0,64.0,23.0,64.0,O3,MODERATE
2634,47.0,23.0,16.0,84.0,20.0,84.0,O3,MODERATE
2635,32.0,15.0,11.0,48.0,7.0,48.0,O3,GOOD
2636,51.0,13.0,23.0,32.0,3.0,51.0,PM10,MODERATE
2637,47.0,40.0,11.0,53.0,9.0,53.0,O3,MODERATE
2638,53.0,42.0,24.0,65.0,11.0,65.0,O3,MODERATE
2639,66.0,50.0,44.0,125.0,8.0,125.0,O3,UNHEALTHY
2640,58.0,43.0,15.0,73.0,7.0,73.0,O3,MODERATE
2641,66.0,32.0,39.0,47.0,6.0,66.0,PM10,MODERATE
2642,50.0,47.0,13.0,83.0,9.0,83.0,O3,MODERATE
2643,68.0,23.0,18.0,85.0,16.0,85.0,O3,MODERATE
2644,54.0,23.0,21.0,77.0,11.0,77.0,O3,MODERATE
2645,45.0,32.0,14.0,48.0,6.0,48.0,O3,GOOD
2646,31.0,38.0,4.0,34.0,2.0,38.0,SO2,GOOD
2647,39.0,17.0,12.0,110.0,10.0,110.0,O3,UNHEALTHY
2648,51.0,19.0,20.0,96.0,15.0,96.0,O3,MODERATE
2649,33.0,32.0,13.0,61.0,8.0,61.0,O3,MODERATE
2650,40.0,17.0,24.0,150.0,19.0,150.0,O3,UNHEALTHY
2651,53.0,32.0,30.0,41.0,7.0,53.0,PM10,MODERATE
2652,33.0,10.0,16.0,6.0,2.0,33.0,PM10,GOOD
2653,40.0,12.0,17.0,57.0,3.0,57.0,O3,MODERATE
2654,17.0,8.0,16.0,38.0,1.0,38.0,O3,GOOD
2655,23.0,33.0,6.0,31.0,3.0,33.0,SO2,GOOD
2656,65.0,23.0,18.0,113.0,21.0,113.0,O3,UNHEALTHY
2657,66.0,29.0,14.0,132.0,29.0,132.0,O3,UNHEALTHY
2658,21.0,34.0,9.0,110.0,11.0,110.0,O3,UNHEALTHY
2659,21.0,34.0,9.0,108.0,12.0,108.0,O3,UNHEALTHY
2660,31.0,34.0,15.0,81.0,8.0,81.0,O3,MODERATE
2661,34.0,34.0,12.0,82.0,7.0,82.0,O3,MODERATE
2662,46.0,34.0,17.0,91.0,6.0,91.0,O3,MODERATE
2663,33.0,38.0,11.0,92.0,7.0,92.0,O3,MODERATE
2664,69.0,26.0,13.0,113.0,17.0,113.0,O3,UNHEALTHY
2665,63.0,18.0,60.0,139.0,16.0,139.0,O3,UNHEALTHY
2666,59.0,45.0,21.0,140.0,20.0,140.0,O3,UNHEALTHY
2667,62.0,16.0,38.0,127.0,11.0,127.0,O3,UNHEALTHY
2668,61.0,34.0,10.0,88.0,10.0,88.0,O3,MODERATE
2669,41.0,35.0,17.0,123.0,6.0,123.0,O3,UNHEALTHY
2670,46.0,36.0,8.0,95.0,12.0,95.0,O3,MODERATE
2671,93.0,34.0,18.0,38.0,8.0,93.0,PM10,MODERATE
2672,57.0,34.0,6.0,36.0,8.0,57.0,PM10,MODERATE
2673,61.0,11.0,33.0,82.0,6.0,82.0,O3,MODERATE
2674,52.0,26.0,16.0,88.0,24.0,88.0,O3,MODERATE
2675,54.0,40.0,9.0,28.0,10.0,54.0,PM10,MODERATE
2676,56.0,23.0,17.0,139.0,14.0,139.0,O3,UNHEALTHY
2677,55.0,17.0,1.0,104.0,15.0,104.0,O3,UNHEALTHY
2678,39.0,33.0,16.0,85.0,5.0,85.0,O3,MODERATE
2679,52.0,34.0,27.0,112.0,10.0,112.0,O3,UNHEALTHY
2680,52.0,14.0,1.0,96.0,11.0,96.0,O3,MODERATE
2681,37.0,34.0,13.0,94.0,6.0,94.0,O3,MODERATE
2682,45.0,35.0,14.0,71.0,11.0,71.0,O3,MODERATE
2683,42.0,35.0,17.0,74.0,8.0,74.0,O3,MODERATE
2684,45.0,35.0,16.0,83.0,8.0,83.0,O3,MODERATE
2685,58.0,35.0,18.0,77.0,8.0,77.0,O3,MODERATE
2686,80.0,41.0,18.0,37.0,7.0,80.0,PM10,MODERATE
2687,68.0,22.0,24.0,125.0,17.0,125.0,O3,UNHEALTHY
2688,87.0,35.0,18.0,117.0,9.0,117.0,O3,UNHEALTHY
2689,59.0,35.0,10.0,105.0,12.0,105.0,O3,UNHEALTHY
2690,60.0,35.0,9.0,92.0,6.0,92.0,O3,MODERATE
2691,66.0,38.0,13.0,115.0,11.0,115.0,O3,UNHEALTHY
2692,67.0,36.0,13.0,108.0,7.0,108.0,O3,UNHEALTHY
2693,102.0,44.0,15.0,69.0,15.0,102.0,PM10,UNHEALTHY
2694,52.0,17.0,37.0,124.0,13.0,124.0,O3,UNHEALTHY
2695,69.0,18.0,61.0,126.0,18.0,126.0,O3,UNHEALTHY
2696,68.0,36.0,12.0,111.0,7.0,111.0,O3,UNHEALTHY
2697,61.0,36.0,9.0,89.0,7.0,89.0,O3,MODERATE
2698,59.0,37.0,7.0,98.0,9.0,98.0,O3,MODERATE
2699,52.0,18.0,36.0,109.0,15.0,109.0,O3,UNHEALTHY
2700,76.0,38.0,11.0,102.0,11.0,102.0,O3,UNHEALTHY
2701,95.0,44.0,7.0,69.0,7.0,95.0,PM10,MODERATE
2702,72.0,35.0,15.0,151.0,12.0,151.0,O3,UNHEALTHY
2703,78.0,37.0,9.0,164.0,9.0,164.0,O3,UNHEALTHY
2704,61.0,38.0,6.0,79.0,5.0,79.0,O3,MODERATE
2705,63.0,43.0,13.0,69.0,5.0,69.0,O3,MODERATE
2706,62.0,48.0,18.0,69.0,8.0,69.0,O3,MODERATE
2707,56.0,15.0,17.0,26.0,3.0,56.0,PM10,MODERATE
2708,41.0,11.0,20.0,23.0,3.0,41.0,PM10,GOOD
2709,46.0,35.0,11.0,79.0,7.0,79.0,O3,MODERATE
2710,72.0,37.0,14.0,105.0,7.0,105.0,O3,UNHEALTHY
2711,65.0,36.0,13.0,95.0,7.0,95.0,O3,MODERATE
2712,57.0,35.0,9.0,98.0,7.0,98.0,O3,MODERATE
2713,49.0,36.0,6.0,84.0,6.0,84.0,O3,MODERATE
2714,54.0,38.0,6.0,95.0,8.0,95.0,O3,MODERATE
2715,68.0,49.0,15.0,69.0,10.0,69.0,O3,MODERATE
2716,58.0,39.0,8.0,75.0,7.0,75.0,O3,MODERATE
2717,58.0,37.0,8.0,86.0,6.0,86.0,O3,MODERATE
2718,104.0,35.0,15.0,62.0,9.0,104.0,PM10,UNHEALTHY
2719,57.0,35.0,8.0,79.0,7.0,79.0,O3,MODERATE
2720,60.0,18.0,46.0,90.0,17.0,90.0,O3,MODERATE
2721,55.0,35.0,8.0,96.0,7.0,96.0,O3,MODERATE
2722,74.0,47.0,17.0,69.0,9.0,74.0,PM10,MODERATE
2723,74.0,47.0,19.0,69.0,6.0,74.0,PM10,MODERATE
2724,61.0,18.0,7.0,85.0,6.0,85.0,O3,MODERATE
2725,50.0,23.0,12.0,93.0,12.0,93.0,O3,MODERATE
2726,55.0,33.0,10.0,120.0,12.0,120.0,O3,UNHEALTHY
2727,54.0,29.0,6.0,140.0,11.0,140.0,O3,UNHEALTHY
2728,73.0,18.0,15.0,83.0,8.0,83.0,O3,MODERATE
2729,91.0,48.0,23.0,69.0,8.0,91.0,PM10,MODERATE
2730,109.0,46.0,25.0,69.0,6.0,109.0,PM10,UNHEALTHY
2731,60.0,46.0,13.0,69.0,5.0,69.0,O3,MODERATE
2732,66.0,47.0,29.0,69.0,4.0,69.0,O3,MODERATE
2733,22.0,44.0,8.0,29.0,3.0,44.0,SO2,GOOD
2734,18.0,11.0,2.0,51.0,4.0,51.0,O3,MODERATE
2735,37.0,11.0,12.0,68.0,7.0,68.0,O3,MODERATE
2736,30.0,11.0,6.0,73.0,5.0,73.0,O3,MODERATE
2737,24.0,24.0,8.0,63.0,6.0,63.0,O3,MODERATE
2738,35.0,11.0,8.0,69.0,4.0,69.0,O3,MODERATE
2739,57.0,11.0,3.0,62.0,5.0,62.0,O3,MODERATE
2740,46.0,12.0,3.0,60.0,4.0,60.0,O3,MODERATE
2741,51.0,12.0,3.0,85.0,6.0,85.0,O3,MODERATE
2742,51.0,18.0,29.0,86.0,14.0,86.0,O3,MODERATE
2743,55.0,11.0,5.0,93.0,6.0,93.0,O3,MODERATE
2744,76.0,30.0,13.0,143.0,14.0,143.0,O3,UNHEALTHY
2745,83.0,29.0,25.0,108.0,22.0,108.0,O3,UNHEALTHY
2746,51.0,18.0,33.0,93.0,11.0,93.0,O3,MODERATE
2747,35.0,26.0,12.0,73.0,11.0,73.0,O3,MODERATE
2748,40.0,12.0,2.0,74.0,5.0,74.0,O3,MODERATE
2749,50.0,28.0,10.0,92.0,16.0,92.0,O3,MODERATE
2750,51.0,12.0,3.0,123.0,5.0,123.0,O3,UNHEALTHY
2751,62.0,12.0,4.0,143.0,7.0,143.0,O3,UNHEALTHY
2752,73.0,30.0,18.0,47.0,16.0,73.0,PM10,MODERATE
2753,67.0,12.0,10.0,94.0,8.0,94.0,O3,MODERATE
2754,58.0,35.0,11.0,120.0,14.0,120.0,O3,UNHEALTHY
2755,65.0,12.0,14.0,114.0,13.0,114.0,O3,UNHEALTHY
2756,69.0,25.0,41.0,153.0,15.0,153.0,O3,UNHEALTHY
2757,68.0,12.0,4.0,122.0,15.0,122.0,O3,UNHEALTHY
2758,58.0,32.0,11.0,145.0,21.0,145.0,O3,UNHEALTHY
2759,54.0,12.0,4.0,155.0,8.0,155.0,O3,UNHEALTHY
2760,54.0,12.0,18.0,91.0,6.0,91.0,O3,MODERATE
2761,50.0,16.0,40.0,94.0,16.0,94.0,O3,MODERATE
2762,56.0,12.0,18.0,108.0,8.0,108.0,O3,UNHEALTHY
2763,57.0,12.0,4.0,94.0,8.0,94.0,O3,MODERATE
2764,55.0,19.0,38.0,118.0,15.0,118.0,O3,UNHEALTHY
2765,48.0,12.0,2.0,94.0,8.0,94.0,O3,MODERATE
2766,33.0,12.0,2.0,71.0,3.0,71.0,O3,MODERATE
2767,42.0,17.0,38.0,88.0,14.0,88.0,O3,MODERATE
2768,51.0,30.0,18.0,123.0,12.0,123.0,O3,UNHEALTHY
2769,57.0,33.0,9.0,76.0,16.0,76.0,O3,MODERATE
2770,49.0,12.0,4.0,94.0,6.0,94.0,O3,MODERATE
2771,36.0,19.0,33.0,107.0,12.0,107.0,O3,UNHEALTHY
2772,55.0,12.0,3.0,104.0,6.0,104.0,O3,UNHEALTHY
2773,69.0,12.0,5.0,94.0,14.0,94.0,O3,MODERATE
2774,66.0,12.0,2.0,116.0,9.0,116.0,O3,UNHEALTHY
2775,84.0,12.0,3.0,94.0,9.0,94.0,O3,MODERATE
2776,69.0,13.0,18.0,133.0,9.0,133.0,O3,UNHEALTHY
2777,68.0,34.0,19.0,153.0,17.0,153.0,O3,UNHEALTHY
2778,49.0,12.0,7.0,107.0,10.0,107.0,O3,UNHEALTHY
2779,57.0,12.0,23.0,128.0,11.0,128.0,O3,UNHEALTHY
2780,72.0,13.0,27.0,97.0,14.0,97.0,O3,MODERATE
2781,62.0,12.0,14.0,101.0,5.0,101.0,O3,UNHEALTHY
2782,58.0,15.0,25.0,118.0,5.0,118.0,O3,UNHEALTHY
2783,68.0,12.0,21.0,120.0,11.0,120.0,O3,UNHEALTHY
2784,59.0,13.0,15.0,134.0,10.0,134.0,O3,UNHEALTHY
2785,53.0,13.0,12.0,125.0,11.0,125.0,O3,UNHEALTHY
2786,61.0,13.0,12.0,129.0,6.0,129.0,O3,UNHEALTHY
2787,56.0,13.0,10.0,81.0,4.0,81.0,O3,MODERATE
2788,47.0,18.0,30.0,88.0,4.0,88.0,O3,MODERATE
2789,58.0,13.0,12.0,90.0,5.0,90.0,O3,MODERATE
2790,62.0,13.0,20.0,137.0,10.0,137.0,O3,UNHEALTHY
2791,101.0,52.0,19.0,51.0,12.0,101.0,PM10,UNHEALTHY
2792,57.0,13.0,10.0,71.0,5.0,71.0,O3,MODERATE
2793,51.0,13.0,10.0,81.0,5.0,81.0,O3,MODERATE
2794,63.0,14.0,15.0,71.0,8.0,71.0,O3,MODERATE
2795,77.0,51.0,17.0,41.0,12.0,77.0,PM10,MODERATE
2796,66.0,51.0,12.0,39.0,12.0,66.0,PM10,MODERATE
2797,59.0,13.0,14.0,154.0,5.0,154.0,O3,UNHEALTHY
2798,52.0,13.0,13.0,85.0,12.0,85.0,O3,MODERATE
2799,58.0,14.0,14.0,82.0,5.0,82.0,O3,MODERATE
2800,56.0,13.0,11.0,76.0,8.0,76.0,O3,MODERATE
2801,53.0,13.0,10.0,92.0,4.0,92.0,O3,MODERATE
2802,107.0,51.0,19.0,57.0,10.0,107.0,PM10,UNHEALTHY
2803,73.0,14.0,18.0,157.0,7.0,157.0,O3,UNHEALTHY
2804,57.0,37.0,8.0,92.0,12.0,92.0,O3,MODERATE
2805,46.0,13.0,14.0,88.0,5.0,88.0,O3,MODERATE
2806,68.0,13.0,30.0,74.0,7.0,74.0,O3,MODERATE
2807,64.0,14.0,14.0,79.0,7.0,79.0,O3,MODERATE
2808,59.0,14.0,14.0,96.0,8.0,96.0,O3,MODERATE
2809,53.0,40.0,9.0,99.0,12.0,99.0,O3,MODERATE
2810,56.0,17.0,20.0,95.0,4.0,95.0,O3,MODERATE
2811,57.0,13.0,13.0,107.0,5.0,107.0,O3,UNHEALTHY
2812,59.0,46.0,17.0,145.0,21.0,145.0,O3,UNHEALTHY
2813,72.0,15.0,20.0,140.0,10.0,140.0,O3,UNHEALTHY
2814,64.0,14.0,20.0,144.0,10.0,144.0,O3,UNHEALTHY
2815,75.0,52.0,16.0,57.0,12.0,75.0,PM10,MODERATE
2816,53.0,19.0,15.0,78.0,3.0,78.0,O3,MODERATE
2817,55.0,14.0,13.0,72.0,8.0,72.0,O3,MODERATE
2818,67.0,14.0,13.0,88.0,7.0,88.0,O3,MODERATE
2819,57.0,14.0,11.0,121.0,15.0,121.0,O3,UNHEALTHY
2820,63.0,14.0,13.0,100.0,10.0,100.0,O3,MODERATE
2821,67.0,14.0,16.0,161.0,7.0,161.0,O3,UNHEALTHY
2822,63.0,20.0,21.0,137.0,7.0,137.0,O3,UNHEALTHY
2823,59.0,42.0,10.0,103.0,16.0,103.0,O3,UNHEALTHY
2824,50.0,13.0,12.0,109.0,6.0,109.0,O3,UNHEALTHY
2825,51.0,13.0,17.0,77.0,5.0,77.0,O3,MODERATE
2826,62.0,18.0,27.0,30.0,6.0,62.0,PM10,MODERATE
2827,62.0,45.0,34.0,121.0,18.0,121.0,O3,UNHEALTHY
2828,61.0,13.0,18.0,132.0,9.0,132.0,O3,UNHEALTHY
2829,40.0,13.0,14.0,76.0,7.0,76.0,O3,MODERATE
2830,49.0,42.0,13.0,81.0,12.0,81.0,O3,MODERATE
2831,38.0,13.0,20.0,83.0,7.0,83.0,O3,MODERATE
2832,38.0,13.0,16.0,84.0,10.0,84.0,O3,MODERATE
2833,42.0,13.0,11.0,108.0,9.0,108.0,O3,UNHEALTHY
2834,53.0,13.0,17.0,77.0,7.0,77.0,O3,MODERATE
2835,53.0,13.0,15.0,87.0,8.0,87.0,O3,MODERATE
2836,52.0,14.0,15.0,134.0,5.0,134.0,O3,UNHEALTHY
2837,41.0,15.0,11.0,97.0,6.0,97.0,O3,MODERATE
2838,57.0,18.0,38.0,79.0,6.0,79.0,O3,MODERATE
2839,58.0,51.0,27.0,82.0,14.0,82.0,O3,MODERATE
2840,57.0,19.0,40.0,107.0,8.0,107.0,O3,UNHEALTHY
2841,57.0,18.0,39.0,103.0,8.0,103.0,O3,UNHEALTHY
2842,57.0,18.0,39.0,131.0,10.0,131.0,O3,UNHEALTHY
2843,36.0,18.0,19.0,107.0,5.0,107.0,O3,UNHEALTHY
2844,57.0,20.0,30.0,103.0,4.0,103.0,O3,UNHEALTHY
2845,41.0,46.0,8.0,84.0,18.0,84.0,O3,MODERATE
2846,42.0,48.0,10.0,134.0,18.0,134.0,O3,UNHEALTHY
2847,57.0,21.0,31.0,123.0,7.0,123.0,O3,UNHEALTHY
2848,57.0,52.0,16.0,86.0,14.0,86.0,O3,MODERATE
2849,57.0,18.0,43.0,168.0,9.0,168.0,O3,UNHEALTHY
2850,57.0,20.0,53.0,128.0,14.0,128.0,O3,UNHEALTHY
2851,57.0,18.0,39.0,86.0,8.0,86.0,O3,MODERATE
2852,57.0,20.0,37.0,89.0,7.0,89.0,O3,MODERATE
2853,51.0,52.0,10.0,110.0,8.0,110.0,O3,UNHEALTHY
2854,52.0,52.0,9.0,93.0,10.0,93.0,O3,MODERATE
2855,52.0,50.0,12.0,68.0,17.0,68.0,O3,MODERATE
2856,57.0,22.0,33.0,126.0,13.0,126.0,O3,UNHEALTHY
2857,57.0,19.0,37.0,87.0,9.0,87.0,O3,MODERATE
2858,57.0,19.0,52.0,90.0,11.0,90.0,O3,MODERATE
2859,57.0,19.0,39.0,95.0,7.0,95.0,O3,MODERATE
2860,43.0,13.0,14.0,119.0,6.0,119.0,O3,UNHEALTHY
2861,57.0,22.0,33.0,144.0,7.0,144.0,O3,UNHEALTHY
2862,70.0,51.0,15.0,138.0,18.0,138.0,O3,UNHEALTHY
2863,57.0,21.0,32.0,160.0,8.0,160.0,O3,UNHEALTHY
2864,57.0,19.0,34.0,91.0,6.0,91.0,O3,MODERATE
2865,57.0,18.0,43.0,81.0,10.0,81.0,O3,MODERATE
2866,57.0,18.0,32.0,62.0,8.0,62.0,O3,MODERATE
2867,32.0,15.0,16.0,56.0,10.0,56.0,O3,MODERATE
2868,57.0,19.0,47.0,65.0,17.0,65.0,O3,MODERATE
2869,45.0,49.0,11.0,75.0,16.0,75.0,O3,MODERATE
2870,52.0,53.0,10.0,106.0,11.0,106.0,O3,UNHEALTHY
2871,56.0,20.0,24.0,150.0,5.0,150.0,O3,UNHEALTHY
2872,48.0,52.0,9.0,99.0,9.0,99.0,O3,MODERATE
2873,49.0,48.0,12.0,66.0,19.0,66.0,O3,MODERATE
2874,41.0,14.0,19.0,99.0,7.0,99.0,O3,MODERATE
2875,37.0,14.0,17.0,121.0,12.0,121.0,O3,UNHEALTHY
2876,54.0,26.0,27.0,125.0,6.0,125.0,O3,UNHEALTHY
2877,51.0,53.0,20.0,126.0,18.0,126.0,O3,UNHEALTHY
2878,53.0,21.0,31.0,110.0,10.0,110.0,O3,UNHEALTHY
2879,56.0,18.0,36.0,85.0,8.0,85.0,O3,MODERATE
2880,48.0,21.0,20.0,128.0,5.0,128.0,O3,UNHEALTHY
2881,51.0,19.0,35.0,153.0,6.0,153.0,O3,UNHEALTHY
2882,65.0,53.0,13.0,117.0,10.0,117.0,O3,UNHEALTHY
2883,70.0,55.0,16.0,71.0,20.0,71.0,O3,MODERATE
2884,32.0,53.0,6.0,32.0,18.0,53.0,SO2,MODERATE
2885,29.0,53.0,7.0,29.0,7.0,53.0,SO2,MODERATE
2886,25.0,53.0,6.0,27.0,6.0,53.0,SO2,MODERATE
2887,19.0,53.0,7.0,18.0,7.0,53.0,SO2,MODERATE
2888,18.0,53.0,8.0,18.0,7.0,53.0,SO2,MODERATE
2889,24.0,53.0,7.0,37.0,15.0,53.0,SO2,MODERATE
2890,27.0,53.0,13.0,23.0,13.0,53.0,SO2,MODERATE
2891,17.0,49.0,8.0,17.0,8.0,49.0,SO2,GOOD
2892,34.0,49.0,11.0,16.0,7.0,49.0,SO2,GOOD
2893,31.0,49.0,9.0,29.0,7.0,49.0,SO2,GOOD
2894,22.0,50.0,6.0,29.0,5.0,50.0,SO2,GOOD
2895,25.0,50.0,8.0,38.0,7.0,50.0,SO2,GOOD
2896,37.0,51.0,10.0,95.0,21.0,95.0,O3,MODERATE
2897,16.0,14.0,13.0,77.0,5.0,77.0,O3,MODERATE
2898,10.0,14.0,8.0,77.0,3.0,77.0,O3,MODERATE
2899,9.0,15.0,7.0,73.0,4.0,73.0,O3,MODERATE
2900,24.0,51.0,6.0,25.0,6.0,51.0,SO2,MODERATE
2901,29.0,51.0,9.0,30.0,11.0,51.0,SO2,MODERATE
2902,5.0,14.0,15.0,46.0,3.0,46.0,O3,GOOD
2903,21.0,51.0,23.0,19.0,7.0,51.0,SO2,MODERATE
2904,25.0,14.0,13.0,59.0,3.0,59.0,O3,MODERATE
2905,34.0,51.0,9.0,31.0,18.0,51.0,SO2,MODERATE
2906,63.0,29.0,14.0,38.0,7.0,63.0,PM10,MODERATE
2907,25.0,51.0,11.0,25.0,7.0,51.0,SO2,MODERATE
2908,24.0,52.0,8.0,25.0,7.0,52.0,SO2,MODERATE
2909,22.0,52.0,7.0,33.0,11.0,52.0,SO2,MODERATE
2910,26.0,52.0,7.0,30.0,12.0,52.0,SO2,MODERATE
2911,57.0,14.0,25.0,53.0,3.0,57.0,PM10,MODERATE
2912,29.0,52.0,19.0,30.0,12.0,52.0,SO2,MODERATE
2913,30.0,52.0,11.0,56.0,9.0,56.0,O3,MODERATE
2914,28.0,18.0,10.0,43.0,7.0,43.0,O3,GOOD
2915,19.0,18.0,5.0,31.0,4.0,31.0,O3,GOOD
2916,13.0,14.0,9.0,40.0,2.0,40.0,O3,GOOD
2917,55.0,30.0,18.0,27.0,5.0,55.0,PM10,MODERATE
2918,29.0,30.0,18.0,48.0,6.0,48.0,O3,GOOD
2919,36.0,20.0,22.0,84.0,8.0,84.0,O3,MODERATE
2920,52.0,19.0,21.0,81.0,7.0,81.0,O3,MODERATE
2921,63.0,33.0,25.0,36.0,9.0,63.0,PM10,MODERATE
2922,76.0,31.0,31.0,33.0,6.0,76.0,PM10,MODERATE
2923,17.0,16.0,7.0,39.0,3.0,39.0,O3,GOOD
2924,15.0,16.0,15.0,101.0,8.0,101.0,O3,UNHEALTHY
2925,11.0,16.0,14.0,57.0,5.0,57.0,O3,MODERATE
2926,44.0,32.0,12.0,18.0,6.0,44.0,PM10,GOOD
2927,15.0,18.0,22.0,31.0,3.0,31.0,O3,GOOD
2928,18.0,19.0,7.0,46.0,4.0,46.0,O3,GOOD
2929,47.0,27.0,13.0,73.0,11.0,73.0,O3,MODERATE
2930,42.0,17.0,12.0,63.0,6.0,63.0,O3,MODERATE
2931,57.0,26.0,11.0,95.0,8.0,95.0,O3,MODERATE
2932,57.0,37.0,7.0,81.0,11.0,81.0,O3,MODERATE
2933,32.0,25.0,18.0,83.0,13.0,83.0,O3,MODERATE
2934,43.0,28.0,18.0,93.0,12.0,93.0,O3,MODERATE
2935,33.0,23.0,18.0,73.0,8.0,73.0,O3,MODERATE
2936,22.0,72.0,11.0,69.0,7.0,72.0,SO2,MODERATE
2937,18.0,70.0,7.0,69.0,5.0,70.0,SO2,MODERATE
2938,30.0,46.0,9.0,60.0,3.0,60.0,O3,MODERATE
2939,33.0,47.0,13.0,56.0,4.0,56.0,O3,MODERATE
2940,36.0,51.0,29.0,24.0,13.0,51.0,SO2,MODERATE
2941,24.0,51.0,7.0,29.0,5.0,51.0,SO2,MODERATE
2942,21.0,51.0,6.0,31.0,4.0,51.0,SO2,MODERATE
2943,20.0,52.0,7.0,25.0,3.0,52.0,SO2,MODERATE
2944,18.0,42.0,18.0,57.0,12.0,57.0,O3,MODERATE
2945,31.0,47.0,18.0,86.0,2.0,86.0,O3,MODERATE
2946,21.0,53.0,8.0,23.0,6.0,53.0,SO2,MODERATE
2947,18.0,53.0,7.0,19.0,5.0,53.0,SO2,MODERATE
2948,19.0,44.0,16.0,63.0,2.0,63.0,O3,MODERATE
2949,34.0,55.0,9.0,33.0,6.0,55.0,SO2,MODERATE
2950,16.0,54.0,8.0,13.0,5.0,54.0,SO2,MODERATE
2951,17.0,41.0,22.0,41.0,2.0,41.0,SO2,GOOD
2952,16.0,42.0,21.0,58.0,1.0,58.0,O3,MODERATE
2953,34.0,43.0,32.0,73.0,3.0,73.0,O3,MODERATE
2954,47.0,16.0,17.0,68.0,6.0,68.0,O3,MODERATE
2955,35.0,38.0,21.0,59.0,3.0,59.0,O3,MODERATE
2956,27.0,36.0,28.0,57.0,3.0,57.0,O3,MODERATE
2957,24.0,35.0,28.0,66.0,3.0,66.0,O3,MODERATE
2958,40.0,40.0,59.0,75.0,6.0,75.0,O3,MODERATE
2959,37.0,38.0,38.0,89.0,4.0,89.0,O3,MODERATE
2960,39.0,18.0,35.0,89.0,12.0,89.0,O3,MODERATE
2961,53.0,18.0,88.0,65.0,12.0,88.0,CO,MODERATE
2962,32.0,8.0,34.0,58.0,12.0,58.0,O3,MODERATE
2963,33.0,16.0,24.0,56.0,12.0,56.0,O3,MODERATE
2964,44.0,18.0,43.0,70.0,12.0,70.0,O3,MODERATE
2965,50.0,10.0,25.0,75.0,5.0,75.0,O3,MODERATE
2966,44.0,11.0,27.0,80.0,6.0,80.0,O3,MODERATE
2967,46.0,12.0,63.0,58.0,5.0,63.0,CO,MODERATE
2968,19.0,7.0,17.0,68.0,3.0,68.0,O3,MODERATE
2969,53.0,3.0,18.0,31.0,11.0,53.0,PM10,MODERATE
2970,28.0,10.0,23.0,80.0,2.0,80.0,O3,MODERATE
2971,24.0,11.0,20.0,65.0,4.0,65.0,O3,MODERATE
2972,52.0,32.0,35.0,62.0,7.0,62.0,O3,MODERATE
2973,51.0,26.0,12.0,66.0,26.0,66.0,O3,MODERATE
2974,52.0,14.0,66.0,38.0,5.0,66.0,CO,MODERATE
2975,63.0,21.0,88.0,42.0,5.0,88.0,CO,MODERATE
2976,47.0,16.0,12.0,76.0,5.0,76.0,O3,MODERATE
2977,23.0,6.0,20.0,91.0,3.0,91.0,O3,MODERATE
2978,31.0,10.0,33.0,80.0,4.0,80.0,O3,MODERATE
2979,47.0,17.0,16.0,64.0,5.0,64.0,O3,MODERATE
2980,56.0,18.0,22.0,80.0,13.0,80.0,O3,MODERATE
2981,51.0,13.0,40.0,126.0,5.0,126.0,O3,UNHEALTHY
2982,47.0,29.0,13.0,146.0,17.0,146.0,O3,UNHEALTHY
2983,53.0,15.0,37.0,109.0,5.0,109.0,O3,UNHEALTHY
2984,56.0,13.0,64.0,194.0,5.0,194.0,O3,UNHEALTHY
2985,48.0,10.0,48.0,79.0,3.0,79.0,O3,MODERATE
2986,63.0,18.0,16.0,103.0,7.0,103.0,O3,UNHEALTHY
2987,66.0,17.0,17.0,76.0,6.0,76.0,O3,MODERATE
2988,33.0,13.0,47.0,107.0,3.0,107.0,O3,UNHEALTHY
2989,52.0,15.0,59.0,81.0,4.0,81.0,O3,MODERATE
2990,60.0,18.0,24.0,54.0,8.0,60.0,PM10,MODERATE
2991,30.0,18.0,11.0,63.0,3.0,63.0,O3,MODERATE
2992,26.0,15.0,12.0,46.0,4.0,46.0,O3,GOOD
2993,27.0,18.0,9.0,61.0,4.0,61.0,O3,MODERATE
2994,62.0,18.0,19.0,89.0,7.0,89.0,O3,MODERATE
2995,68.0,37.0,22.0,136.0,30.0,136.0,O3,UNHEALTHY
2996,44.0,17.0,13.0,191.0,12.0,191.0,O3,UNHEALTHY
2997,57.0,13.0,18.0,155.0,5.0,155.0,O3,UNHEALTHY
2998,65.0,13.0,54.0,195.0,12.0,195.0,O3,UNHEALTHY
2999,36.0,14.0,10.0,156.0,12.0,156.0,O3,UNHEALTHY
3000,30.0,12.0,10.0,202.0,12.0,202.0,O3,VERY UNHEALTHY
3001,44.0,25.0,19.0,87.0,14.0,87.0,O3,MODERATE
3002,26.0,16.0,9.0,51.0,3.0,51.0,O3,MODERATE
3003,64.0,14.0,49.0,94.0,4.0,94.0,O3,MODERATE
3004,66.0,27.0,23.0,28.0,4.0,66.0,PM10,MODERATE
3005,24.0,24.0,10.0,64.0,19.0,64.0,O3,MODERATE
3006,46.0,27.0,17.0,90.0,19.0,90.0,O3,MODERATE
3007,34.0,22.0,8.0,94.0,7.0,94.0,O3,MODERATE
