,pm10,so2,co,o3,no2,max,critical,category
3008,71.0,31.0,42.0,195.0,21.0,195.0,O3,UNHEALTHY
3009,55.0,34.0,12.0,129.0,15.0,129.0,O3,UNHEALTHY
3010,56.0,30.0,22.0,105.0,18.0,105.0,O3,UNHEALTHY
3011,39.0,11.0,4.0,67.0,12.0,67.0,O3,MODERATE
3012,29.0,10.0,4.0,57.0,12.0,57.0,O3,MODERATE
3013,33.0,15.0,8.0,57.0,1.0,57.0,O3,MODERATE
3014,45.0,15.0,14.0,80.0,4.0,80.0,O3,MODERATE
3015,14.0,15.0,8.0,96.0,4.0,96.0,O3,MODERATE
3016,62.0,23.0,26.0,202.0,8.0,202.0,O3,VERY UNHEALTHY
3017,45.0,17.0,10.0,144.0,5.0,144.0,O3,UNHEALTHY
3018,53.0,17.0,29.0,74.0,9.0,74.0,O3,MODERATE
3019,42.0,18.0,9.0,51.0,5.0,51.0,O3,MODERATE
3020,33.0,16.0,13.0,85.0,7.0,85.0,O3,MODERATE
3021,42.0,17.0,12.0,66.0,8.0,66.0,O3,MODERATE
3022,54.0,18.0,15.0,92.0,8.0,92.0,O3,MODERATE
3023,69.0,31.0,10.0,69.0,14.0,69.0,PM10,MODERATE
3024,41.0,20.0,8.0,121.0,4.0,121.0,O3,UNHEALTHY
3025,45.0,11.0,10.0,141.0,4.0,141.0,O3,UNHEALTHY
3026,57.0,11.0,15.0,168.0,3.0,168.0,O3,UNHEALTHY
3027,61.0,12.0,17.0,185.0,4.0,185.0,O3,UNHEALTHY
3028,60.0,10.0,15.0,142.0,6.0,142.0,O3,UNHEALTHY
3029,81.0,25.0,21.0,75.0,14.0,81.0,PM10,MODERATE
3030,68.0,13.0,24.0,133.0,6.0,133.0,O3,UNHEALTHY
3031,50.0,12.0,16.0,92.0,5.0,92.0,O3,MODERATE
3032,66.0,14.0,27.0,162.0,6.0,162.0,O3,UNHEALTHY
3033,66.0,14.0,21.0,117.0,6.0,117.0,O3,UNHEALTHY
3034,51.0,10.0,19.0,84.0,5.0,84.0,O3,MODERATE
3035,56.0,16.0,27.0,90.0,10.0,90.0,O3,MODERATE
3036,69.0,22.0,35.0,69.0,2.0,69.0,PM10,MODERATE
3037,71.0,23.0,32.0,69.0,3.0,71.0,PM10,MODERATE
3038,62.0,15.0,12.0,35.0,16.0,62.0,PM10,MODERATE
3039,38.0,16.0,14.0,96.0,5.0,96.0,O3,MODERATE
3040,65.0,13.0,20.0,120.0,5.0,120.0,O3,UNHEALTHY
3041,78.0,24.0,29.0,89.0,22.0,89.0,O3,MODERATE
3042,56.0,20.0,10.0,101.0,5.0,101.0,O3,UNHEALTHY
3043,64.0,18.0,18.0,183.0,5.0,183.0,O3,UNHEALTHY
3044,75.0,20.0,22.0,166.0,5.0,166.0,O3,UNHEALTHY
3045,85.0,19.0,24.0,164.0,8.0,164.0,O3,UNHEALTHY
3046,78.0,19.0,22.0,137.0,6.0,137.0,O3,UNHEALTHY
3047,62.0,22.0,8.0,109.0,4.0,109.0,O3,UNHEALTHY
3048,56.0,23.0,11.0,77.0,6.0,77.0,O3,MODERATE
3049,61.0,22.0,14.0,204.0,6.0,204.0,O3,VERY UNHEALTHY
3050,67.0,20.0,15.0,156.0,6.0,156.0,O3,UNHEALTHY
3051,61.0,20.0,9.0,107.0,5.0,107.0,O3,UNHEALTHY
3052,62.0,23.0,12.0,83.0,5.0,83.0,O3,MODERATE
3053,66.0,25.0,21.0,144.0,6.0,144.0,O3,UNHEALTHY
3054,78.0,18.0,23.0,131.0,5.0,131.0,O3,UNHEALTHY
3055,72.0,20.0,13.0,178.0,4.0,178.0,O3,UNHEALTHY
3056,84.0,20.0,25.0,143.0,5.0,143.0,O3,UNHEALTHY
3057,75.0,20.0,16.0,151.0,5.0,151.0,O3,UNHEALTHY
3058,56.0,16.0,14.0,80.0,7.0,80.0,O3,MODERATE
3059,78.0,19.0,26.0,86.0,6.0,86.0,O3,MODERATE
3060,54.0,16.0,11.0,102.0,4.0,102.0,O3,UNHEALTHY
3061,61.0,17.0,17.0,98.0,5.0,98.0,O3,MODERATE
3062,60.0,17.0,17.0,185.0,4.0,185.0,O3,UNHEALTHY
3063,35.0,19.0,12.0,80.0,4.0,80.0,O3,MODERATE
3064,44.0,20.0,7.0,74.0,4.0,74.0,O3,MODERATE
3065,31.0,18.0,11.0,94.0,5.0,94.0,O3,MODERATE
3066,66.0,22.0,17.0,92.0,7.0,92.0,O3,MODERATE
3067,62.0,28.0,18.0,119.0,7.0,119.0,O3,UNHEALTHY
3068,61.0,21.0,17.0,156.0,6.0,156.0,O3,UNHEALTHY
3069,64.0,14.0,18.0,120.0,33.0,120.0,O3,UNHEALTHY
3070,69.0,26.0,21.0,118.0,6.0,118.0,O3,UNHEALTHY
3071,76.0,19.0,24.0,191.0,5.0,191.0,O3,UNHEALTHY
3072,70.0,25.0,18.0,183.0,20.0,183.0,O3,UNHEALTHY
3073,65.0,18.0,30.0,115.0,7.0,115.0,O3,UNHEALTHY
3074,59.0,17.0,14.0,86.0,5.0,86.0,O3,MODERATE
3075,62.0,19.0,13.0,145.0,4.0,145.0,O3,UNHEALTHY
3076,60.0,20.0,11.0,125.0,5.0,125.0,O3,UNHEALTHY
3077,52.0,24.0,10.0,146.0,4.0,146.0,O3,UNHEALTHY
3078,62.0,17.0,16.0,133.0,5.0,133.0,O3,UNHEALTHY
3079,61.0,19.0,21.0,179.0,6.0,179.0,O3,UNHEALTHY
3080,58.0,16.0,16.0,162.0,5.0,162.0,O3,UNHEALTHY
3081,74.0,17.0,34.0,167.0,9.0,167.0,O3,UNHEALTHY
3082,68.0,27.0,18.0,203.0,17.0,203.0,O3,VERY UNHEALTHY
3083,74.0,18.0,6.0,169.0,14.0,169.0,O3,UNHEALTHY
3084,64.0,14.0,9.0,161.0,13.0,161.0,O3,UNHEALTHY
3085,56.0,13.0,27.0,163.0,5.0,163.0,O3,UNHEALTHY
3086,52.0,15.0,18.0,144.0,5.0,144.0,O3,UNHEALTHY
3087,54.0,12.0,7.0,161.0,7.0,161.0,O3,UNHEALTHY
3088,59.0,37.0,15.0,139.0,17.0,139.0,O3,UNHEALTHY
3089,46.0,20.0,11.0,88.0,3.0,88.0,O3,MODERATE
3090,39.0,18.0,10.0,75.0,3.0,75.0,O3,MODERATE
3091,44.0,19.0,13.0,97.0,3.0,97.0,O3,MODERATE
3092,53.0,18.0,16.0,86.0,4.0,86.0,O3,MODERATE
3093,47.0,16.0,11.0,70.0,3.0,70.0,O3,MODERATE
3094,45.0,21.0,17.0,94.0,4.0,94.0,O3,MODERATE
3095,81.0,27.0,14.0,29.0,7.0,81.0,PM10,MODERATE
3096,38.0,14.0,15.0,110.0,3.0,110.0,O3,UNHEALTHY
3097,25.0,14.0,11.0,100.0,3.0,100.0,O3,MODERATE
3098,56.0,21.0,24.0,107.0,23.0,107.0,O3,UNHEALTHY
3099,51.0,16.0,23.0,136.0,6.0,136.0,O3,UNHEALTHY
3100,63.0,19.0,20.0,146.0,5.0,146.0,O3,UNHEALTHY
3101,58.0,24.0,16.0,213.0,6.0,213.0,O3,VERY UNHEALTHY
3102,62.0,21.0,9.0,193.0,15.0,193.0,O3,UNHEALTHY
3103,70.0,21.0,26.0,205.0,6.0,205.0,O3,VERY UNHEALTHY
3104,77.0,23.0,28.0,142.0,5.0,142.0,O3,UNHEALTHY
3105,76.0,18.0,14.0,166.0,16.0,166.0,O3,UNHEALTHY
3106,82.0,23.0,10.0,209.0,19.0,209.0,O3,VERY UNHEALTHY
3107,59.0,19.0,16.0,123.0,5.0,123.0,O3,UNHEALTHY
3108,54.0,22.0,16.0,113.0,5.0,113.0,O3,UNHEALTHY
3109,72.0,24.0,32.0,104.0,9.0,104.0,O3,UNHEALTHY
3110,74.0,23.0,27.0,111.0,22.0,111.0,O3,UNHEALTHY
3111,65.0,19.0,17.0,116.0,5.0,116.0,O3,UNHEALTHY
3112,71.0,14.0,9.0,124.0,16.0,124.0,O3,UNHEALTHY
3113,63.0,17.0,10.0,129.0,20.0,129.0,O3,UNHEALTHY
3114,68.0,28.0,16.0,117.0,5.0,117.0,O3,UNHEALTHY
3115,70.0,20.0,11.0,107.0,18.0,107.0,O3,UNHEALTHY
3116,73.0,22.0,13.0,117.0,19.0,117.0,O3,UNHEALTHY
3117,54.0,16.0,4.0,129.0,11.0,129.0,O3,UNHEALTHY
3118,53.0,23.0,14.0,222.0,4.0,222.0,O3,VERY UNHEALTHY
3119,64.0,26.0,20.0,205.0,6.0,205.0,O3,VERY UNHEALTHY
3120,77.0,22.0,25.0,208.0,5.0,208.0,O3,VERY UNHEALTHY
3121,74.0,22.0,19.0,188.0,6.0,188.0,O3,UNHEALTHY
3122,66.0,24.0,16.0,113.0,6.0,113.0,O3,UNHEALTHY
3123,60.0,24.0,14.0,151.0,4.0,151.0,O3,UNHEALTHY
3124,72.0,20.0,22.0,166.0,5.0,166.0,O3,UNHEALTHY
3125,56.0,22.0,18.0,191.0,6.0,191.0,O3,UNHEALTHY
3126,68.0,22.0,21.0,184.0,8.0,184.0,O3,UNHEALTHY
3127,73.0,24.0,23.0,153.0,7.0,153.0,O3,UNHEALTHY
3128,63.0,25.0,20.0,168.0,7.0,168.0,O3,UNHEALTHY
3129,67.0,23.0,19.0,197.0,6.0,197.0,O3,UNHEALTHY
3130,80.0,24.0,30.0,234.0,6.0,234.0,O3,VERY UNHEALTHY
3131,77.0,22.0,23.0,202.0,5.0,202.0,O3,VERY UNHEALTHY
3132,85.0,23.0,23.0,174.0,7.0,174.0,O3,UNHEALTHY
3133,79.0,22.0,22.0,156.0,8.0,156.0,O3,UNHEALTHY
3134,71.0,21.0,21.0,129.0,7.0,129.0,O3,UNHEALTHY
3135,59.0,19.0,17.0,207.0,4.0,207.0,O3,VERY UNHEALTHY
3136,63.0,22.0,3.0,211.0,17.0,211.0,O3,VERY UNHEALTHY
3137,50.0,23.0,13.0,194.0,4.0,194.0,O3,UNHEALTHY
3138,56.0,20.0,14.0,203.0,16.0,203.0,O3,VERY UNHEALTHY
3139,60.0,21.0,10.0,202.0,23.0,202.0,O3,VERY UNHEALTHY
3140,75.0,35.0,21.0,162.0,8.0,162.0,O3,UNHEALTHY
3141,88.0,28.0,28.0,144.0,8.0,144.0,O3,UNHEALTHY
3142,75.0,37.0,22.0,186.0,8.0,186.0,O3,UNHEALTHY
3143,56.0,21.0,9.0,165.0,17.0,165.0,O3,UNHEALTHY
3144,21.0,17.0,12.0,126.0,7.0,126.0,O3,UNHEALTHY
3145,58.0,27.0,20.0,127.0,5.0,127.0,O3,UNHEALTHY
3146,60.0,23.0,14.0,134.0,5.0,134.0,O3,UNHEALTHY
3147,59.0,24.0,19.0,151.0,6.0,151.0,O3,UNHEALTHY
3148,58.0,24.0,15.0,185.0,4.0,185.0,O3,UNHEALTHY
3149,72.0,28.0,17.0,140.0,6.0,140.0,O3,UNHEALTHY
3150,54.0,27.0,12.0,154.0,4.0,154.0,O3,UNHEALTHY
3151,59.0,23.0,14.0,143.0,4.0,143.0,O3,UNHEALTHY
3152,64.0,24.0,20.0,149.0,5.0,149.0,O3,UNHEALTHY
3153,59.0,25.0,19.0,101.0,6.0,101.0,O3,UNHEALTHY
3154,58.0,18.0,10.0,122.0,5.0,122.0,O3,UNHEALTHY
3155,56.0,23.0,14.0,164.0,3.0,164.0,O3,UNHEALTHY
3156,60.0,24.0,14.0,161.0,4.0,161.0,O3,UNHEALTHY
3157,67.0,27.0,22.0,110.0,7.0,110.0,O3,UNHEALTHY
3158,57.0,29.0,13.0,202.0,4.0,202.0,O3,VERY UNHEALTHY
3159,59.0,25.0,16.0,131.0,7.0,131.0,O3,UNHEALTHY
3160,63.0,27.0,20.0,166.0,7.0,166.0,O3,UNHEALTHY
3161,59.0,25.0,15.0,182.0,6.0,182.0,O3,UNHEALTHY
3162,59.0,21.0,14.0,161.0,4.0,161.0,O3,UNHEALTHY
3163,75.0,27.0,16.0,153.0,13.0,153.0,O3,UNHEALTHY
3164,58.0,24.0,15.0,130.0,5.0,130.0,O3,UNHEALTHY
3165,61.0,25.0,18.0,145.0,5.0,145.0,O3,UNHEALTHY
3166,61.0,22.0,20.0,136.0,5.0,136.0,O3,UNHEALTHY
3167,44.0,20.0,19.0,175.0,6.0,175.0,O3,UNHEALTHY
3168,43.0,22.0,11.0,217.0,2.0,217.0,O3,VERY UNHEALTHY
3169,46.0,21.0,11.0,140.0,3.0,140.0,O3,UNHEALTHY
3170,68.0,25.0,21.0,148.0,7.0,148.0,O3,UNHEALTHY
3171,60.0,24.0,17.0,147.0,5.0,147.0,O3,UNHEALTHY
3172,49.0,23.0,14.0,175.0,4.0,175.0,O3,UNHEALTHY
3173,58.0,22.0,20.0,126.0,6.0,126.0,O3,UNHEALTHY
3174,61.0,25.0,20.0,132.0,6.0,132.0,O3,UNHEALTHY
3175,59.0,25.0,16.0,102.0,6.0,102.0,O3,UNHEALTHY
3176,54.0,16.0,16.0,164.0,11.0,164.0,O3,UNHEALTHY
3177,56.0,39.0,14.0,190.0,5.0,190.0,O3,UNHEALTHY
3178,60.0,18.0,17.0,233.0,11.0,233.0,O3,VERY UNHEALTHY
3179,62.0,19.0,16.0,196.0,10.0,196.0,O3,UNHEALTHY
3180,63.0,22.0,15.0,119.0,11.0,119.0,O3,UNHEALTHY
3181,56.0,25.0,16.0,83.0,5.0,83.0,O3,MODERATE
3182,54.0,25.0,15.0,141.0,5.0,141.0,O3,UNHEALTHY
3183,48.0,25.0,13.0,85.0,4.0,85.0,O3,MODERATE
3184,63.0,31.0,15.0,77.0,6.0,77.0,O3,MODERATE
3185,80.0,33.0,18.0,34.0,11.0,80.0,PM10,MODERATE
3186,44.0,29.0,14.0,157.0,6.0,157.0,O3,UNHEALTHY
3187,71.0,28.0,29.0,130.0,6.0,130.0,O3,UNHEALTHY
3188,60.0,27.0,18.0,152.0,5.0,152.0,O3,UNHEALTHY
3189,68.0,29.0,24.0,197.0,7.0,197.0,O3,UNHEALTHY
3190,65.0,50.0,18.0,202.0,6.0,202.0,O3,VERY UNHEALTHY
3191,59.0,37.0,17.0,146.0,5.0,146.0,O3,UNHEALTHY
3192,56.0,24.0,16.0,194.0,5.0,194.0,O3,UNHEALTHY
3193,54.0,30.0,15.0,165.0,4.0,165.0,O3,UNHEALTHY
3194,58.0,26.0,16.0,145.0,3.0,145.0,O3,UNHEALTHY
3195,55.0,26.0,17.0,124.0,4.0,124.0,O3,UNHEALTHY
3196,58.0,41.0,17.0,88.0,6.0,88.0,O3,MODERATE
3197,53.0,30.0,14.0,144.0,6.0,144.0,O3,UNHEALTHY
3198,63.0,26.0,21.0,109.0,6.0,109.0,O3,UNHEALTHY
3199,51.0,29.0,11.0,146.0,5.0,146.0,O3,UNHEALTHY
3200,56.0,29.0,15.0,123.0,4.0,123.0,O3,UNHEALTHY
3201,58.0,29.0,16.0,128.0,4.0,128.0,O3,UNHEALTHY
3202,60.0,28.0,17.0,185.0,12.0,185.0,O3,UNHEALTHY
3203,60.0,28.0,19.0,173.0,5.0,173.0,O3,UNHEALTHY
3204,61.0,29.0,17.0,190.0,7.0,190.0,O3,UNHEALTHY
3205,58.0,31.0,15.0,149.0,8.0,149.0,O3,UNHEALTHY
3206,60.0,35.0,16.0,118.0,10.0,118.0,O3,UNHEALTHY
3207,60.0,16.0,18.0,189.0,25.0,189.0,O3,UNHEALTHY
3208,59.0,29.0,16.0,138.0,9.0,138.0,O3,UNHEALTHY
3209,58.0,28.0,16.0,119.0,8.0,119.0,O3,UNHEALTHY
3210,58.0,29.0,16.0,210.0,7.0,210.0,O3,VERY UNHEALTHY
3211,58.0,34.0,15.0,217.0,7.0,217.0,O3,VERY UNHEALTHY
3212,56.0,34.0,13.0,207.0,5.0,207.0,O3,VERY UNHEALTHY
3213,61.0,27.0,23.0,146.0,12.0,146.0,O3,UNHEALTHY
3214,57.0,31.0,15.0,212.0,6.0,212.0,O3,VERY UNHEALTHY
3215,59.0,27.0,18.0,139.0,8.0,139.0,O3,UNHEALTHY
3216,54.0,28.0,15.0,150.0,7.0,150.0,O3,UNHEALTHY
3217,40.0,11.0,18.0,148.0,16.0,148.0,O3,UNHEALTHY
3218,73.0,31.0,31.0,139.0,21.0,139.0,O3,UNHEALTHY
3219,53.0,30.0,16.0,97.0,7.0,97.0,O3,MODERATE
3220,67.0,27.0,20.0,119.0,21.0,119.0,O3,UNHEALTHY
3221,52.0,17.0,26.0,104.0,5.0,104.0,O3,UNHEALTHY
3222,43.0,17.0,20.0,90.0,3.0,90.0,O3,MODERATE
3223,28.0,16.0,19.0,85.0,4.0,85.0,O3,MODERATE
3224,50.0,17.0,25.0,104.0,4.0,104.0,O3,UNHEALTHY
3225,47.0,18.0,20.0,97.0,3.0,97.0,O3,MODERATE
3226,71.0,22.0,22.0,95.0,16.0,95.0,O3,MODERATE
3227,47.0,18.0,18.0,85.0,5.0,85.0,O3,MODERATE
3228,76.0,29.0,23.0,173.0,14.0,173.0,O3,UNHEALTHY
3229,56.0,26.0,21.0,110.0,8.0,110.0,O3,UNHEALTHY
3230,48.0,16.0,23.0,101.0,3.0,101.0,O3,UNHEALTHY
3231,53.0,19.0,16.0,122.0,12.0,122.0,O3,UNHEALTHY
3232,54.0,28.0,18.0,96.0,7.0,96.0,O3,MODERATE
3233,38.0,16.0,22.0,89.0,3.0,89.0,O3,MODERATE
3234,43.0,16.0,22.0,98.0,4.0,98.0,O3,MODERATE
3235,55.0,16.0,36.0,166.0,4.0,166.0,O3,UNHEALTHY
3236,54.0,17.0,35.0,104.0,4.0,104.0,O3,UNHEALTHY
3237,52.0,17.0,16.0,144.0,15.0,144.0,O3,UNHEALTHY
3238,56.0,15.0,15.0,129.0,23.0,129.0,O3,UNHEALTHY
3239,38.0,13.0,14.0,65.0,16.0,65.0,O3,MODERATE
3240,27.0,12.0,6.0,51.0,8.0,51.0,O3,MODERATE
3241,54.0,31.0,12.0,234.0,16.0,234.0,O3,VERY UNHEALTHY
3242,65.0,36.0,11.0,145.0,16.0,145.0,O3,UNHEALTHY
3243,54.0,19.0,22.0,120.0,4.0,120.0,O3,UNHEALTHY
3244,75.0,21.0,31.0,90.0,4.0,90.0,O3,MODERATE
3245,50.0,16.0,16.0,94.0,16.0,94.0,O3,MODERATE
3246,66.0,31.0,14.0,163.0,22.0,163.0,O3,UNHEALTHY
3247,59.0,18.0,17.0,129.0,20.0,129.0,O3,UNHEALTHY
3248,66.0,27.0,14.0,203.0,18.0,203.0,O3,VERY UNHEALTHY
3249,61.0,18.0,33.0,193.0,22.0,193.0,O3,UNHEALTHY
3250,52.0,18.0,21.0,77.0,3.0,77.0,O3,MODERATE
3251,48.0,16.0,20.0,90.0,4.0,90.0,O3,MODERATE
3252,54.0,16.0,28.0,126.0,4.0,126.0,O3,UNHEALTHY
3253,63.0,26.0,13.0,109.0,17.0,109.0,O3,UNHEALTHY
3254,48.0,18.0,21.0,76.0,3.0,76.0,O3,MODERATE
3255,42.0,16.0,20.0,131.0,4.0,131.0,O3,UNHEALTHY
3256,60.0,16.0,27.0,112.0,3.0,112.0,O3,UNHEALTHY
3257,73.0,36.0,20.0,132.0,21.0,132.0,O3,UNHEALTHY
3258,65.0,25.0,17.0,97.0,20.0,97.0,O3,MODERATE
3259,63.0,13.0,29.0,71.0,3.0,71.0,O3,MODERATE
3260,55.0,15.0,26.0,81.0,22.0,81.0,O3,MODERATE
3261,52.0,18.0,33.0,94.0,3.0,94.0,O3,MODERATE
3262,33.0,17.0,29.0,134.0,5.0,134.0,O3,UNHEALTHY
3263,56.0,11.0,23.0,134.0,27.0,134.0,O3,UNHEALTHY
3264,58.0,18.0,12.0,104.0,19.0,104.0,O3,UNHEALTHY
3265,66.0,17.0,20.0,137.0,19.0,137.0,O3,UNHEALTHY
3266,73.0,16.0,35.0,123.0,34.0,123.0,O3,UNHEALTHY
3267,56.0,16.0,17.0,214.0,18.0,214.0,O3,VERY UNHEALTHY
3268,51.0,14.0,14.0,117.0,26.0,117.0,O3,UNHEALTHY
3269,35.0,17.0,21.0,92.0,8.0,92.0,O3,MODERATE
3270,23.0,11.0,5.0,47.0,6.0,47.0,O3,GOOD
3271,35.0,12.0,11.0,63.0,9.0,63.0,O3,MODERATE
3272,31.0,13.0,8.0,128.0,12.0,128.0,O3,UNHEALTHY
3273,51.0,27.0,9.0,160.0,14.0,160.0,O3,UNHEALTHY
3274,60.0,26.0,17.0,195.0,17.0,195.0,O3,UNHEALTHY
3275,55.0,17.0,24.0,97.0,4.0,97.0,O3,MODERATE
3276,41.0,18.0,19.0,64.0,3.0,64.0,O3,MODERATE
3277,58.0,21.0,21.0,66.0,3.0,66.0,O3,MODERATE
3278,48.0,14.0,18.0,15.0,2.0,48.0,PM10,GOOD
3279,57.0,18.0,9.0,45.0,2.0,57.0,PM10,MODERATE
3280,57.0,9.0,5.0,70.0,1.0,70.0,O3,MODERATE
3281,28.0,12.0,5.0,69.0,2.0,69.0,O3,MODERATE
3282,28.0,13.0,15.0,55.0,3.0,55.0,O3,MODERATE
3283,4.0,13.0,18.0,63.0,12.0,63.0,O3,MODERATE
3284,22.0,11.0,2.0,50.0,1.0,50.0,O3,GOOD
3285,24.0,12.0,3.0,53.0,1.0,53.0,O3,MODERATE
3286,44.0,13.0,6.0,43.0,2.0,44.0,PM10,GOOD
3287,14.0,10.0,7.0,71.0,12.0,71.0,O3,MODERATE
3288,20.0,12.0,4.0,79.0,12.0,79.0,O3,MODERATE
3289,16.0,12.0,4.0,65.0,12.0,65.0,O3,MODERATE
3290,33.0,14.0,7.0,64.0,11.0,64.0,O3,MODERATE
3291,54.0,11.0,10.0,40.0,3.0,54.0,PM10,MODERATE
3292,55.0,19.0,14.0,105.0,10.0,105.0,O3,UNHEALTHY
3293,71.0,11.0,16.0,132.0,8.0,132.0,O3,UNHEALTHY
3294,40.0,10.0,7.0,143.0,3.0,143.0,O3,UNHEALTHY
3295,61.0,15.0,28.0,198.0,8.0,198.0,O3,UNHEALTHY
3296,41.0,13.0,26.0,128.0,8.0,128.0,O3,UNHEALTHY
3297,54.0,12.0,18.0,91.0,4.0,91.0,O3,MODERATE
3298,57.0,18.0,22.0,90.0,9.0,90.0,O3,MODERATE
3299,58.0,18.0,22.0,119.0,8.0,119.0,O3,UNHEALTHY
3300,65.0,12.0,32.0,99.0,9.0,99.0,O3,MODERATE
3301,72.0,10.0,18.0,53.0,10.0,72.0,PM10,MODERATE
3302,31.0,7.0,6.0,64.0,5.0,64.0,O3,MODERATE
3303,56.0,22.0,23.0,101.0,12.0,101.0,O3,UNHEALTHY
3304,27.0,12.0,16.0,103.0,12.0,103.0,O3,UNHEALTHY
3305,42.0,13.0,27.0,127.0,12.0,127.0,O3,UNHEALTHY
3306,60.0,11.0,25.0,82.0,12.0,82.0,O3,MODERATE
3307,52.0,10.0,14.0,94.0,8.0,94.0,O3,MODERATE
3308,23.0,9.0,12.0,92.0,8.0,92.0,O3,MODERATE
3309,40.0,9.0,24.0,70.0,9.0,70.0,O3,MODERATE
3310,36.0,9.0,13.0,81.0,9.0,81.0,O3,MODERATE
3311,32.0,8.0,25.0,74.0,9.0,74.0,O3,MODERATE
3312,63.0,19.0,33.0,118.0,15.0,118.0,O3,UNHEALTHY
3313,56.0,9.0,39.0,74.0,8.0,74.0,O3,MODERATE
3314,53.0,9.0,25.0,77.0,6.0,77.0,O3,MODERATE
3315,46.0,9.0,22.0,88.0,6.0,88.0,O3,MODERATE
3316,24.0,18.0,22.0,73.0,9.0,73.0,O3,MODERATE
3317,56.0,10.0,21.0,54.0,7.0,56.0,PM10,MODERATE
3318,61.0,20.0,47.0,93.0,9.0,93.0,O3,MODERATE
3319,57.0,9.0,42.0,79.0,10.0,79.0,O3,MODERATE
3320,55.0,10.0,28.0,95.0,8.0,95.0,O3,MODERATE
3321,56.0,9.0,20.0,86.0,7.0,86.0,O3,MODERATE
3322,57.0,9.0,36.0,80.0,6.0,80.0,O3,MODERATE
3323,42.0,9.0,14.0,75.0,6.0,75.0,O3,MODERATE
3324,70.0,39.0,30.0,47.0,19.0,70.0,PM10,MODERATE
3325,45.0,17.0,23.0,132.0,13.0,132.0,O3,UNHEALTHY
3326,57.0,18.0,20.0,144.0,9.0,144.0,O3,UNHEALTHY
3327,57.0,9.0,15.0,81.0,6.0,81.0,O3,MODERATE
3328,34.0,9.0,11.0,71.0,6.0,71.0,O3,MODERATE
3329,57.0,9.0,29.0,94.0,8.0,94.0,O3,MODERATE
3330,67.0,9.0,43.0,71.0,13.0,71.0,O3,MODERATE
3331,53.0,9.0,35.0,91.0,12.0,91.0,O3,MODERATE
3332,54.0,9.0,17.0,89.0,12.0,89.0,O3,MODERATE
3333,42.0,9.0,10.0,111.0,6.0,111.0,O3,UNHEALTHY
3334,55.0,9.0,19.0,79.0,8.0,79.0,O3,MODERATE
3335,44.0,12.0,14.0,88.0,8.0,88.0,O3,MODERATE
3336,68.0,16.0,25.0,123.0,14.0,123.0,O3,UNHEALTHY
3337,63.0,22.0,22.0,70.0,12.0,70.0,O3,MODERATE
3338,69.0,9.0,29.0,86.0,13.0,86.0,O3,MODERATE
3339,48.0,11.0,18.0,77.0,9.0,77.0,O3,MODERATE
3340,40.0,12.0,16.0,102.0,12.0,102.0,O3,UNHEALTHY
3341,56.0,9.0,25.0,88.0,13.0,88.0,O3,MODERATE
3342,59.0,9.0,32.0,115.0,12.0,115.0,O3,UNHEALTHY
3343,50.0,10.0,21.0,88.0,13.0,88.0,O3,MODERATE
3344,64.0,11.0,17.0,67.0,10.0,67.0,O3,MODERATE
3345,40.0,10.0,12.0,98.0,7.0,98.0,O3,MODERATE
3346,52.0,9.0,18.0,70.0,7.0,70.0,O3,MODERATE
3347,45.0,10.0,25.0,62.0,11.0,62.0,O3,MODERATE
3348,32.0,12.0,12.0,82.0,8.0,82.0,O3,MODERATE
3349,55.0,11.0,20.0,104.0,13.0,104.0,O3,UNHEALTHY
3350,27.0,10.0,18.0,83.0,16.0,83.0,O3,MODERATE
3351,54.0,9.0,24.0,60.0,18.0,60.0,O3,MODERATE
3352,54.0,13.0,32.0,112.0,13.0,112.0,O3,UNHEALTHY
3353,78.0,11.0,37.0,155.0,14.0,155.0,O3,UNHEALTHY
3354,58.0,12.0,25.0,215.0,15.0,215.0,O3,VERY UNHEALTHY
3355,60.0,26.0,16.0,164.0,19.0,164.0,O3,UNHEALTHY
3356,55.0,23.0,15.0,44.0,18.0,55.0,PM10,MODERATE
3357,40.0,10.0,13.0,51.0,6.0,51.0,O3,MODERATE
3358,32.0,11.0,16.0,122.0,11.0,122.0,O3,UNHEALTHY
3359,53.0,14.0,29.0,162.0,15.0,162.0,O3,UNHEALTHY
3360,71.0,23.0,29.0,132.0,11.0,132.0,O3,UNHEALTHY
3361,57.0,13.0,43.0,128.0,11.0,128.0,O3,UNHEALTHY
3362,38.0,17.0,10.0,82.0,6.0,82.0,O3,MODERATE
3363,52.0,9.0,13.0,65.0,6.0,65.0,O3,MODERATE
3364,38.0,9.0,14.0,68.0,5.0,68.0,O3,MODERATE
3365,26.0,16.0,7.0,65.0,3.0,65.0,O3,MODERATE
3366,40.0,13.0,10.0,74.0,4.0,74.0,O3,MODERATE
3367,42.0,19.0,17.0,58.0,5.0,58.0,O3,MODERATE
3368,31.0,18.0,6.0,75.0,3.0,75.0,O3,MODERATE
3369,17.0,14.0,5.0,55.0,2.0,55.0,O3,MODERATE
3370,26.0,12.0,6.0,42.0,3.0,42.0,O3,GOOD
3371,61.0,18.0,19.0,89.0,8.0,89.0,O3,MODERATE
3372,39.0,13.0,16.0,192.0,15.0,192.0,O3,UNHEALTHY
3373,51.0,15.0,24.0,130.0,17.0,130.0,O3,UNHEALTHY
